audio_id,file_relative_path,original_filename,sha256,file_bytes,import_timestamp
01M0RFPVQSC0HP4QJKKVCQYKCX,raw_audio/12/d7/12d7299f2ad4bd182c44d1f2aa14ae17_01M0RFPVQSC0HP4QJKKVCQYKCX.mp3,12d7299f2ad4bd182c44d1f2aa14ae17_01M0RFPVQSC0HP4QJKKVCQYKCX.mp3,b46cc419ddaa32defb61e3ac0ca73bbe28827496860e08838e55d3b13ce971bb,6364268,2026-08-24T08:13:16.900715
01M0RFPVRHY5G2H321MC6ZR7AZ,raw_audio/3b/ef/3befa8983780f697b424cb71bd236663_01M0RFPVRHY5G2H321MC6ZR7AZ.mp3,3befa8983780f697b424cb71bd236663_01M0RFPVRHY5G2H321MC6ZR7AZ.mp3,1a246a3c596a27cfb90dab9d5282b5536515642dadbbb1dd0f7dc742c86dfcee,3508661,2026-08-24T08:13:16.900715
01M0RFPVS7VN7C7RPNCZ2XYDFS,raw_audio/02/5e/025ee64371ee3bbdf9718a473863917e_01M0RFPVS7VN7C7RPNCZ2XYDFS.mp3,025ee64371ee3bbdf9718a473863917e_01M0RFPVS7VN7C7RPNCZ2XYDFS.mp3,f1add49ab5bea3645fa7797d4ddd72db31cb0c17a89c85a9e56f7513ab587907,2842547,2026-08-24T08:13:16.900715
01M0RFPVSQM6GZ0JRCMPDF9GE1,raw_audio/9a/8e/9a8eee827b10a2fa452023f0604d8fc0_01M0RFPVSQM6GZ0JRCMPDF9GE1.mp3,9a8eee827b10a2fa452023f0604d8fc0_01M0RFPVSQM6GZ0JRCMPDF9GE1.mp3,075a92bdd41e76972cc79abf1d37d4e61689b6a5d8a44456fc4a68422d1cc082,3651126,2026-08-24T08:13:16.900715
01M0RFPVT8N9F5BHQDGGGRMG21,raw_audio/1a/29/1a2937fa68bec24406e4f4be72215ba7_01M0RFPVT8N9F5BHQDGGGRMG21.mp3,1a2937fa68bec24406e4f4be72215ba7_01M0RFPVT8N9F5BHQDGGGRMG21.mp3,eaa88a2328df5b3bc9cb11a8f8a798f26aee42e9ee8107f6ecf811132816660d,4122815,2026-08-24T08:13:16.900715
01M0RFPVTTSMAV6XT49PFATG84,raw_audio/99/a5/99a58b80858394ec39e6723ac8cad6af_01M0RFPVTTSMAV6XT49PFATG84.mp3,99a58b80858394ec39e6723ac8cad6af_01M0RFPVTTSMAV6XT49PFATG84.mp3,dd10728477782b5dcefb23ed4a68eac0097e4d136eaf17376984faee257eb388,1950098,2026-08-24T08:13:16.900715
01M0RFPVVA13WC4CZK46J56CAR,raw_audio/97/e7/97e7206b4c97cb7cfb14fd835065d258_01M0RFPVVA13WC4CZK46J56CAR.mp3,97e7206b4c97cb7cfb14fd835065d258_01M0RFPVVA13WC4CZK46J56CAR.mp3,24084a6961fddacd7b857d68283820170038f346c595e6dd6946786fa171b872,5793298,2026-08-24T08:13:16.900715
01M0RFPVW4WCC7HFNFHE8S2J14,raw_audio/96/cd/96cddc30e77cce73824fbccc6981ecf4_01M0RFPVW4WCC7HFNFHE8S2J14.mp3,96cddc30e77cce73824fbccc6981ecf4_01M0RFPVW4WCC7HFNFHE8S2J14.mp3,d02d9fd0ef926b8211588938b7486081fb1bf1beb834a9aa5615a962d748cf79,2895486,2026-08-24T08:13:16.900715
01M0RFPVWPN4GTHYGPW6JVN04A,raw_audio/fe/89/fe89968ceb9a27b7fcfdd7ecfa9dbd13_01M0RFPVWPN4GTHYGPW6JVN04A.mp3,fe89968ceb9a27b7fcfdd7ecfa9dbd13_01M0RFPVWPN4GTHYGPW6JVN04A.mp3,fdd1bd33e2a9d33b8abde64f097f9d87871c6bb4fd948988969ad04ab2aa7d54,3107301,2026-08-24T08:13:16.900715
01M0RFPVX85S698FK15G4BD67B,raw_audio/1e/c5/1ec5cce828b2ec2d2c42e37546af97c5_01M0RFPVX85S698FK15G4BD67B.mp3,1ec5cce828b2ec2d2c42e37546af97c5_01M0RFPVX85S698FK15G4BD67B.mp3,95b677e6949604cdc107bffce5c6319d9f59bc31ce71c6e2984f3d131bb35ed3,1986947,2026-08-24T08:13:16.900715
01M0RFPVXNQE9WKJ0DC1JYWY0C,raw_audio/ea/39/ea39239114993f0302929d210e897c9f_01M0RFPVXNQE9WKJ0DC1JYWY0C.mp3,ea39239114993f0302929d210e897c9f_01M0RFPVXNQE9WKJ0DC1JYWY0C.mp3,aa02bbc2b27b79fe7e98b2a0dcb2c2ff380b6cd4f33d8b95f9765f78d04a4124,3359472,2026-08-24T08:13:16.900715
01M0RFPVY8ZNBRSF3M6KVT1TY2,raw_audio/61/b6/61b663c9b13898ba8ad5bcf34e5a7ec6_01M0RFPVY8ZNBRSF3M6KVT1TY2.mp3,61b663c9b13898ba8ad5bcf34e5a7ec6_01M0RFPVY8ZNBRSF3M6KVT1TY2.mp3,ea0ba68fde38fc2e325a550f56f41b965e28f259a2353003bc5de4b2c9fb1a97,1489998,2026-08-24T08:13:16.900715
01M0RFPVZ0G44ST7R8JY1PQDT3,raw_audio/de/f1/def1682280c4ea113494be711008efdf_01M0RFPVZ0G44ST7R8JY1PQDT3.mp3,def1682280c4ea113494be711008efdf_01M0RFPVZ0G44ST7R8JY1PQDT3.mp3,79faba66aec378d35ae8aefe9c4bc7c77b508ae827980189e4a693ca21f5edd7,5572204,2026-08-24T08:13:16.900715
01M0RFPVZTW8NW05DYV61GQ7EC,raw_audio/2c/73/2c73fd2ea868123aeaa27f657146bf51_01M0RFPVZTW8NW05DYV61GQ7EC.mp3,2c73fd2ea868123aeaa27f657146bf51_01M0RFPVZTW8NW05DYV61GQ7EC.mp3,09e8ad421f31a3f4dbbc3465ded744f576ec1ee3d1df1d930eb47294b9622ef8,3844906,2026-08-24T08:13:16.900715
01M0RHT5QBG7MD9CBDYF68TKPY,raw_audio/1f/28/1f288a3aa7005c402657c930677e9cc0_01M0RHT5QBG7MD9CBDYF68TKPY.mp3,1f288a3aa7005c402657c930677e9cc0_01M0RHT5QBG7MD9CBDYF68TKPY.mp3,916483d6703da63d754ec5be07d0a0b40bf0749dd60f618481f3eec155a324d9,8234762,2026-08-24T08:13:16.900715
